,대시보드>요약,32,경고,警告,Warning,Предупреждение,Увага
,대시보드>요약,33,실패,失敗,Failure,Ошибка,Помилка
,대시보드>시스템 현황>자가점검 상태,34,자가점검 항목,自己診断項目,Self-diagnostics Item,Инспекция,Інспекція
,대시보드>시스템 현황>자가점검,35,검색....,検索…,Search...,Ищем…,Шукаємо…
,대시보드>요약,36,항목,項目,Item,Пункт,Пункт
,대시보드>요약,37,상태,ステータス,Status,Статус,Статус
,대시보드>요약,38,정상,正常,Normal,Нормальный,Нормальний
,대시보드>시스템 현황>자가점검 상태,39,개수,個数,Number,Соединения,З'єднання
,대시보드>시스템 현황>자가점검 상태,40,개,個, , , 
,대시보드>시스템 현황,41,버퍼,バッファー,Buffer,Буфер,Буфер
,대시보드>시스템 현황,42,크기,サイズ,Size,Размер,Розмір
,대시보드>시스템 현황,43,비정상,異常,Abnormal,Требуется внимание,Потрібна увага
,환경 설정>운영>자가점검,44,{0}% 이상,{0}% 以上,More than {0}%,более {0}%,більше {0}%
,환경 설정>운영>자가점검,45,{0}개 이상,{0}件 以上,More than {0},более {0},більше {0}
,환경 설정>운영>자가점검,46,{0}개 이하,{0}件 以下,Less than {0},менее {0} КБ,менше {0} Кб
,환경 설정>운영>자가점검,47,{0}초 이상,{0}秒 以上,More than {0} second(s),более {0} секунд,більше {0} секунд
,환경 설정>운영>자가점검,48,{0}KB 이하,{0}KB 以下,Less than {0}KB,менее {0} КБ,менше {0} Кб
,대시보드>시스템 현황,49,초,秒,Second(s),секунды,секунди
,대시보드>시스템 현황,50,지속 시간,持続時間,Duration,Устойчивая продолжительность,Стійка тривалість
,대시보드>시스템 현황,51,정상 판단 기준,正常判断基準,Criteria for Severity,Критерии серьезности,Критерії серйозності
,대시보드>시스템 현황>자가점검 상태,52,현재 수치,ステータス,Current Status,Текущее состояние,Поточний статус
,대시보드>서비스 현황,53,서비스 현황,サービス状況,Service Status,Состояние службы,Статус послуги
,대시보드>서비스 현황,54,각종 서비스 현황을 실시간으로 제공합니다.,各種サービス状況をリアルタイムで提供します。,It provides each service status in real-time.,Обзор сети и статуса сайта.,Огляд стану мережі та веб-сайту.
,대시보드>서비스 현황,55,실시간,リアルタイム,Real-time,Реальное время,Реальний час
,대시보드>서비스 현황,56,1시간,１時間,Last Hour,Последний час,Остання година
,대시보드>서비스 현황,57,웹 사이트별 트래픽 현황,Web サイト別のトラフィック状況,Traffic by Website,Трафик сайта,Трафік веб-сайту
,대시보드>서비스 현황,58,NIC별 트래픽 현황,NIC別のトラフィック状況,Traffic by NIC,Трафік NIC,Трафік NIC
,대시보드>로드 밸런싱,59,로드 밸런싱,ロードバランシング,Load Balancing,Балансировщик,Балансування
,대시보드>로드 밸런싱,60,각 프록시별 목적지 로드 밸런싱 현황을 제공합니다.,各プロキシに対する宛先のロードバランシン状況を提供します。,It provides the status of destination load balancing according to proxy.,Обеспечивает статус балансировки нагрузки назначения для каждого прокси.,Забезпечує стан балансування завантаження для кожного проксі.
,통계 분석>그래프,61,데이터 없음,データなし,No Data,Данные недоступны,Немає даних
,대시보드>시스템 현황,62,시스템 현황,システム状況,System Status,Состояние системы,Статус системи
,대시보드>시스템 현황,63,시스템의 각종 정보를 실시간으로 제공합니다.,システムの各種情報をリアルタイムで提供します。,It provides various information on the system in real time.,Обзор системной информации в реальном времени.,Огляд системної інформації в режимі реального часу.
,대시보드>시스템 현황,64,디스크,ディスク,Disk,Диск,Диск
,대시보드>시스템 현황,65,데이터 베이스,データベース,Database,База данных,База даних
,대시보드>시스템 현황,66,설정 (자신),設定（本機）,Settings (Local WAPPLES),Настройки (локальные WAPPLES),Налаштування (локальні WAPPLES)
,대시보드>시스템 현황,67,설정 (상대),設定（対称機）,Settings (Remote WAPPLES),Настройки (удаленные WAPPLES),Налаштування (віддалені WAPPLES)
,,68,현재 (자신),現在（本体）,Current Status (Local WAPPLES),Текущий статус (локальные WAPPLES),Поточний стан (локальні WAPPLES)
,,69,현재 (상대),現在（対称機）,Current Status (Remote WAPPLES),Текущее состояние (удаленные WAPPLES),Поточний стан (віддалені WAPPLES)
,대시보드>시스템 현황,70,상태 (OFF),ステータス（OFF）,Status (OFF),Статус (ВЫКЛ),Статус (вимкнено)
,환경 설정>연동>PLS,71,로그 동기화,ログ同期,Log Sync,Синхронизация журнала,Синхронізація журналу
,대시보드>요약,72,네트워크 동기화,ネットワーク同期,Network Sync,Синхронизация сети,Синхронізація мережі
,대시보드>시스템 현황,73,동기화 상태,同期状態,Sync Status,Статус синхронизации,Статус синхронізації
,대시보드>시스템 현황,74,마지막 동기화 시각,最後の同期時刻,Last Sync Time,Последняя синхронизация,Востаннє синхронізовано
,대시보드>시스템 현황,75,전압,電圧,Voltage,Напряжение,Напруга
,대시보드>시스템 현황,76,온도,温度,Temperature,Температура,Температура
,대시보드>시스템 현황,77,장비 정보,機器情報,Appliance Information,Информация об устройстве,Інформація про пристрій
,대시보드>시스템 현황,78,제품 아이디,製品 ID,Product ID,Идентификатор продукта,Ідентифікатор продукту
,대시보드>시스템 현황,79,WAPPLES 버전,WAPPLES ver.,WAPPLES Version,Версия WAPPLES,Версія WAPPLES
,대시보드>시스템 현황,80,관리도구 버전,管理コンソール ver.,Console Version,Версия консоли,Версія консолі
,대시보드>시스템 현황,81,NP 버전,NP ver.,NP Version,Версия NP,Версія NP
,대시보드>시스템 현황,82,라이선스 기한,ライセンスの有効期限,License Expiration,Срок действия лицензии,Термін дії ліцензії
,환경 설정,83,환경 설정,環境設定,Configuration,Настройки конфигурации,Конфігурація
,환경 설정>시스템,84,시스템,システム,System,Система,Система
,환경 설정>시스템>시간 동기화,85,시간 동기화,時刻同期,Time Sync,Настройки времени,Налаштування часу
,환경 설정>시스템>시간 동기화,86,시스템의 시간을 설정합니다.,システムの時刻を設定します。,It configures the system time.,Настройте параметры системного времени WAPPLES.,Налаштування параметрів системного часу WAPPLES.
,환경 설정>시스템>시간 동기화,87,동기화 사용,同期する,Use Sync,Синхронизировать,Синхронізувати
,환경 설정>시스템>시간 동기화,88,수동 시간 설정,手動時刻設定,Manual Time Settings,Установите время вручную,Встановити час вручну
,환경 설정>시스템>시간 동기화,89,시간 서버 설정,タイムサーバ設定,Time Server Settings,Настройки сервера времени,Налаштування сервера часу
,환경 설정>시스템>시간 동기화,90,서버 1,サーバ１,Server 1,Сервер 1,Сервер 1
,보안 설정>정책>룰,91,직접 입력,直接入力,Manually Input,Ввод вручную,Введення вручну
,환경 설정>시스템>시간 동기화,92,Penta Server 1,Penta Server 1,Penta Server 1,Penta Server 1,Penta Server 1
,환경 설정>시스템>시간 동기화,93,Penta Server 2,Penta Server 2,Penta Server 2,Penta Server 2,Penta Server 2
,환경 설정>시스템>시간 동기화,94,IP 또는 도메인,IP or ドメイン,IP or Domain,IP или домен,IP або домен
,환경 설정>시스템>시간 동기화,95,서버 2,サーバ２,Server 2,Сервер 2,Сервер 2
,환경 설정>시스템>시간 동기화,96,표준 시간대,タイムゾーン,Time Zone,Часовой пояс,Часовий пояс
,환경 설정>시스템>시간 동기화,97,동기화 주기 설정,同期周期の設定,Sync Frequency Settings,Периодическая синхронизация,Періодична синхронізація
,환경 설정>시스템>시간 동기화,98,동기화 주기,同期周期,Sync Frequency,Частота,Частота
,보고서>보고서 전송 예약,99,매일,毎日,Daily,Ежедневно,Щодня
,보고서>보고서 전송 예약,100,매주,毎週,Weekly,еженедельно,Щотижня
,보고서>보고서 전송 예약,101,매월,毎月,Monthly,ежемесячно,Щомісяця
,보고서>보고서 생성,102,매월 %d일,毎月 %d日,%d of Every Month,%d числа каждого месяца.,%d-го числа кожного місяця.
,대시보드>서비스 현황,103,시간,時間,Time,Последний день,Година
,,104,매주 다음 요일에,毎週次の曜日に,Run every week on the following days.,Запуск каждую неделю в следующие дни.,Бігайте щотижня в наступні дні.
,보안 설정>네트워크 설정>네트워크 필터,105,월요일,月曜日,Monday,Понедельник,Понеділок
,보안 설정>네트워크 설정>네트워크 필터,106,화요일,火曜日,Tuesday,Вторник,Вівторок
,보안 설정>네트워크 설정>네트워크 필터,107,수요일,水曜日,Wednesday,Среда,Середа
,보안 설정>네트워크 설정>네트워크 필터,108,목요일,木曜日,Thursday,Четверг,Четвер
,보안 설정>네트워크 설정>네트워크 필터,109,금요일,金曜日,Friday,Пятница,П’ятниця
,보안 설정>네트워크 설정>네트워크 필터,110,토요일,土曜日,Saturday,Суббота,Субота
,보안 설정>네트워크 설정>네트워크 필터,111,일요일,日曜日,Sunday,Воскресенье,Неділя
,환경 설정>시스템>시간 동기화,112,현재 시스템 시간,現在システムの時刻,Current System Time,Текущее системное время,Поточний системний час
,환경 설정>시스템>시간 동기화,113,수동 시간 설정 변경,手動時刻設定の変更,Change Manual Time Settings,Текущее время продукта,Змініть налаштування часу вручну
,환경 설정>시스템>시간 동기화,114,마지막으로 동기화된 시각,最後に同期された時刻,Last Sync Time,Последний синхронизирован,Останній синхронізований
,통계 분석>탐지 로그 검토,115,저장,保存,Save,Сохранить,Зберегти
,통계 분석>그래프,116,취소,キャンセル,Cancel,Отмена,Скасувати
,환경 설정>시스템>시간 동기화,117,날짜,日付,Date,Неверное время окончания.,Дата
,환경 설정>시스템>시간 동기화,118,Time Zone,タイムゾーン,Time Zone,Дата окончания лицензии,Часовий пояс
,환경 설정>네트워크>호스트 IP 설정,119,시간 서버 설정과 동기화 주기 설정값은 무시됩니다.,タイムサーバ設定と同期周期の設定値は無視されます。,Time server settings and periodic sync settings will be ignored.,Настройки 'Сервер времени' и 'Периодическая синхронизация' будут игнорироваться.,Налаштування сервера часу' та 'Періодична синхронізація'будуть ігноровані.
,환경 설정>네트워크,120,네트워크,ネットワーク,Network,Сеть,Мережа
,환경 설정>네트워크>관리 라우트,121,관리 라우트,管理ルート,Management Route,Маршруты,Маршрути
,환경 설정>네트워크>관리 라우트,122,WAPPLES의 관리 라우팅 테이블을 설정합니다.,WAPPLES の管理ルーティング・テーブルを設定します。,It configures WAPPLES management routing table.,Настройте таблицу маршрутизации управления WAPPLES.,Налаштуйте таблицю маршрутизації управління WAPPLES.
,환경 설정>연동,123,연동,連動,Integration,Интеграции,Інтеграції
,환경 설정>연동>PLS,124,PLS 연동을 설정합니다.,PLS 連動を設定します。,It configures PLS integration.,Настройте синхронизацию журнала политики.,Налаштування синхронізації журналу політики.
,환경 설정>연동>PLS,125,PLS 연동,PLS 連動,PLS Integration,Интеграция PLS,Інтеграція PLS
,통계 분석>탐지 로그 검토,126,초기화,初期化,Reset,Сброс,Скинути
,통계 분석>탐지 로그 검토,127,Reset,リセット,Reset,Сброс,Скинути
,환경 설정>연동>PLS,128,관리포트 IP,管理ポート IP,Management Port IP,IP порта управления,IP порту управління
,보안 설정>네트워크 설정>보호 대상 서버,129,포트,ポート,Port,Port,Port
,환경 설정>연동>PLS,130,운영자 아이디,運用者 ID,Administrator ID,ID администратора,ID адміністратора
,환경 설정>연동>PLS,131,운영자 비밀번호,運用者パスワード,Administrator Password,Пароль администратора,Пароль адміністратора
,환경 설정>연동>PLS,132,네트워크 설정 동기화,ネットワーク設定の同期,Network Settings Sync,Синхронизация настроек сети,Синхронізація мережевих налаштувань
,환경 설정>연동>PLS,133,누락 로그 동기화,未完了ログの同期,Synchronize Missing Logs,Синхронизировать отсутствующие журналы,Синхронізуйте відсутні журнали
,환경 설정>연동>PLS,134,"누락 로그가 많을 경우, 동기화 실행 시 서비스 장애를 일으킬 수 있습니다.",未完了ログが多いと同期の際にサービス障害を起こす恐れがあります。,"If there are many missing logs, it may cause service error duing sync.",Попытка синхронизировать большие объемы отсутствующих журналов может вызвать проблемы со службой.,Спроба синхронізувати великі обсяги відсутніх журналів може спричинити проблеми зі службою.
,환경 설정>연동>PLS,135,동기화는 별도의 서비스 점검 기간 중에 실시하는 것을 권고합니다.,本作業はメンテナンス期間中に実施することを推奨致します。,It is recommended that sync be conducted during service maintenance period.,Рекомендуется выполнить синхронизацию во время периода обслуживания.,Рекомендується виконувати синхронізацію протягом періоду обслуговування.
,환경 설정>연동>PLS,136,위 문구를 읽었으며 서비스 장애를 일으킬 수 있다는 것을 알고 있습니다.,上記の注意事項を確認しました。,"I have read the above warnings, and understand that service issues may occur.","Я прочитал вышеупомянутые предупреждения и понимаю, что могут возникнуть проблемы с обслуживанием.","Я прочитав вищезазначені попередження та розумію, що можуть виникнути проблеми зі службою."
,환경 설정>연동>PLS,137,누락 로그 동기화 실행,未完了ログを同期する,Synchronize Missing Logs,Синхронизировать отсутствующие журналы,Синхронізуйте відсутні журнали
,,138,누락된 로그가 없습니다.,未完了ログがありません。,No Missing Logs,Нет пропущенных логов,Немає відсутніх журналів
,환경 설정>운영,139,운영,運用,Operations,Операции,Операції
,환경 설정>운영>계정,140,계정,アカウント,Accounts,Аккаунты,Облікови записи
,환경 설정>운영>계정,141,계정을 추가/수정/삭제합니다.,アカウントを追加/修正/削除します。,It adds/modifies/deletes accounts.,Добавить / Изменить / Удалить учетные записи.,Додавання / редагування / видалення облікових записів.
,환경 설정>운영>계정,142,할당된 웹 사이트,割り当てられた Web サイト,Allocated Website,Выделенный сайт,Виділений веб-сайт
,환경설정>운영>계정,143,계정 정보,アカウント情報,Account Information,Информация о пользователях,Інформація про користувачів
,환경 설정>시스템>정보,144,계정 권한,アカウント権限,Account Level,Привилегии,Привілеї
,환경 설정>운영>계정,145,운영자,運用者,Administrator,Администратор,Адміністратор
,환경 설정>운영>계정,146,웹 사이트 관리자,Web サイト管理者,Website Admin,Администратор сайта,Адміністратор веб-сайтів
,환경 설정>운영>계정,147,조회자,閲覧者,Viewer,Просмотр,Оглядач
,환경 설정>운영>계정,148,시스템 조회,システム照会,System Inquiry,Системный Аудит,Системний аудит
,환경 설정>운영>계정,149,아이디,ID,ID,Логин,Логін
,환경 설정>운영>계정,150,비밀번호,パスワード,Password,Пароль,Пароль
,환경 설정>운영>계정,151,비밀번호 확인,パスワード確認,Password Confirmation,Подтвердите Пароль,Підтвердьте пароль
,환경 설정>운영>계정,152,변경,変更,Change,Редактировать,Редагувати
,대시보드>시스템 현황,153,이름,名前,Name,Имя,Ім'я
,보안 설정>정책 설정,154,이메일,Ｅメール,E-mail,Эл. почта,Електронна пошта
,환경 설정>운영>계정,155,전화번호,電話番号,Contact Number,Контактный номер,Контактний номер
,환경 설정>운영>계정,156,소속,所属,Affiliation,Партнерство,Партнерство
,환경 설정>운영>계정,157,비고,備考,Notes,Заметки,Примітки
,환경 설정>운영>계정,158,부가 정보,付加情報,Additional Information,Дополнительная информация,Додаткова інформація
,환경 설정>운영>계정,159,중복 로그인 허용,重複ログインを許可,Allow Duplicate Login,Разрешить повторный вход,Дозволити подвійний вхід
,환경 설정>운영>계정,160,mOTP 로그인 적용,mOTP ログインを反映,Apply mOTP Login,Применить mOTP Login,Застосувати mOTP Login
,환경 설정>운영>계정,161,세션 타임아웃,セッション タイムアウト,Session Timeout,Сессия истекла,Сессія закінчилася
,로그 조회>내보내기 목록,162,언어,言語,Language,Язык,Мова
,환경 설정>운영>계정,163,유효기간,有効期間,Expiration Period,Срок действия,Термін дії
,환경 설정>운영>계정,164,해제,解除,Unlock,Разблокировать,Розблокувати
,보안 설정>정책 부가 설정>자동 차단 필터,165,5분,5分,5 Minutes,5 минут,5 хвилин
,환경 설정>운영>계정,166,15분,15分,15 Minutes,15 минут,15 хвилин
,보안 설정>정책 부가 설정>자동 차단 필터,167,30분,30分,30 Minutes,30 минут,30 хвилин
,환경 설정>운영>계정,168,접속 허용 IP 목록,アクセス許可 IP リスト,List of Accessible IPs,Список доступных IP-адресов,Список доступних IP-адрес
,환경 설정>운영>계정,169,웹 사이트 할당,Web サイトの割り当て,Allocate Website,Выделить сайт,Виділити веб-сайт
,통계 분석>탐지 로그 검토,170,정책,ポリシー,Policy,Политика,Політика
,대시보드>탐지 현황,171,웹 사이트,Web サイト,Website,Вебсайт,Вебсайт
,통계 분석>탐지 로그 검토,172,필수 입력 항목입니다.,入力必須項目です。,It is a required item.,Нельзя оставлять пустым.,Не можна залишати порожнє.
,로그인>초기 패스워드 설정,173,비밀번호와 비밀번호 확인 값이 일치하지 않습니다.,パスワードと確認用パスワードの値が一致しません。,Password does not match its confirmation.,Пароли не совпадают.,Паролі не збігаються.
,로그인>초기 패스워드 설정,174,잘못된 비밀번호입니다.,パスワードが正しくありません。,Password is incorrect.,Неверный пароль.,Хибний пароль.
,환경 설정>운영>계정,175,30자 이하까지 입력 가능합니다.,30文字まで入力できます。,Less than 30 characters can be entered.,Введите не более 30 символов.,Введіть не більше 30 символів.
,환경 설정>DB>백업/복원 실행,176,종료 시각이 시작 시각보다 과거입니다.,終了時刻が開始時刻より過去です。,The end time is earlier than the current time.,Время окончания раньше текущего времени.,"Час закінчення є раніше, ніж поточний час."
,로그인>초기 패스워드 설정,177,기존 비밀번호는 사용할 수 없습니다.,現在設定中のパスワードは利用できません。,It is not allowed to use the existing password.,"Введите комбинацию, отличную от текущего пароля.","Введіть комбінацію, відмінну від поточного пароля."
,환경 설정>운영>계정,178,하나 이상의 웹 사이트를 할당하세요.,1つ以上の Web サイトを割り当ててください。,Allocate at least one website.,"Пожалуйста, выделите хотя бы один сайт.",Виділіть принаймні один веб-сайт.
,환경 설정>운영>계정,179,"[mOTP 로그인 적용]을 해제한 경우, 등록된 mOTP 정보를 초기화 합니다.",[mOTP ログイン使用]を解除する場合、登録されている mOTP 情報を初期化します。,"When deselecting [Apply mOTP Login], it initiates the registered mOTP information.",При снятии флажка [Применить вход mOTP] он инициирует зарегистрированную информацию mOTP.,"Якщо скасувати вибір [Застосувати вхід mOTP], він ініціює зареєстровану інформацію mOTP."
,환경 설정>시스템>정보,180,정보,情報,Information,Информация.,Інформація.
,환경 설정>시스템>정보,181,WAPPLES 시스템의 정보를 제공합니다.,WAPPLES システムの情報を提供します。,It provides the overview of WAPPLES system information.,Предоставляет обзор системной информации WAPPLES.,Забезпечує огляд інформації про систему WAPPLES.
,환경 설정>시스템>정보,182,제품 정보,製品情報,Product Information,Информация о продукте,Інформація про продукт
,환경 설정>시스템>정보,183,장비의 시간 정보,機器の時間情報,Appliance Time Information,Текущее время продукта,Поточний час продукту
,환경설정>시스템>정보,184,계약만료 일자,契約満了日,Expiration Date,Дата окончания лицензии,Дата закінчення ліцензії
,환경 설정>시스템>정보,185,로그인 정보,ログイン情報,Login Information,Информация для входа,Інформація про вхід
,환경 설정>시스템>정보,186,사용자 이름,ユーザ名,User Name,Имя пользователя,Ім'я користувача
,환경 설정>시스템>정보,187,버전 정보,バージョン情報,Version Information,Информация о версии,Інформація про версію
,환경 설정>시스템>정보,188,관리도구,管理コンソール,Management Console,Консоль управления,Консоль управління
,환경 설정>시스템>정보,189,소켓,ソケット,Socket(s),Сокет(ы),Сокет(и)
,환경 설정>시스템>정보,190,코어,コア,Core(s),Ядра,Ядра
,환경 설정>시스템>정보,191,논리 프로세서,論理プロセッサー,Logic Processor(s),Логические процессоры,Логічні процесори
,환경 설정>시스템>정보,192,저장 용량,保存容量,Storage Capacity,Использование хранилища,Використання сховища
,환경 설정>DB,193,백업,バックアップ,Backup,Резервная копия,Резервна копія
,환경 설정>DB>백업/복원 실행,194,백업/복원 실행,バックアップ/リストア 実行,Backup/Restore,Создать/восстановить,Створити / Відновити
,환경 설정>DB>백업/복원 실행,195,로그 DB와 설정 DB를 백업하거나 복원합니다.,ログ DB と設定 DB をバックアップしたり、リストアを実施します。,It conducts backup or restores regarding log DB and config DB.,Резервное копирование или восстановление базы данных журналов и базы данных настроек.,Резервне копіювання або відновлення журналів баз даних та налаштувань.
,환경 설정>DB>백업/복원 실행,196,백업 실행,バックアップ実行,Run Backup,Запустить резервное копирование,Запустіть резервну копію
,환경 설정>DB>백업/복원 실행,197,로그 DB 즉시 백업,今すぐログ DB をバックアップ,Log DB Immediate Backup,Резервное копирование базы данных,База даних журналів резервного копіювання
,환경 설정>DB>백업/복원 실행,198,설정 DB 즉시 백업,今すぐ設定 DB をバックアップ,Config DB Immediate Backup,Конфигурация резервного копирования. База данных,Налаштування резервного копіювання. База даних
,환경 설정>DB>백업/복원 실행,199,복원 실행,リストア実行,Restore,Восстановление резервной копии,Відновлення резервної копії
,환경 설정>DB>백업/복원 실행,200,새로운 백업 파일을 이용해서 복원,新しいバックアップ・ファイルを利用してリストア,Restore with New Backup File,Восстановить с помощью нового файла резервной копии,Відновлення за допомогою нового файлу резервної копії
,환경 설정>DB>백업/복원 실행,201,백업 목록에서 복원,バックアップ・リストからリストア,Restore from Backup List,Восстановить из списка резервной копии,Відновити зі списку резервних копій
,보안 설정>정책 설정>웹사이트>기본 정보,202,보안 설정,セキュリティ設定,Security Settings,Настройки безопасности,Налаштування безпеки
,환경 설정>백업>백업/복원 실행,203,"정책 설정(정책, 웹 사이트, 룰), 정책 부가 설정(Access Control, X-Forwarded-For, 자동 차단 필터), 탐지 예외, 패턴 저장소(User Defined Pattern, Error Handling, Privacy Filtering) 정보를 백업합니다.",ポリシー設定（ポリシー、Web サイト、ルール)、ポリシー付加設定（Access Control、X-Forwarded-For、自動遮断フィルタ）、検知例外、パターン レポジトリ（User Defined Pattern、Error Handling、Privacy Filtering）の情報をバックアップします。,"It backs up policy settings(Policy, Website, Rule), additional policy settings(Access Control, X-Forwarded-For, Auto Blocking Filter) and detection exceptions, pattern storage(User Defined Pattern, Error Handling, Privacy Filtering).","Выполняет резервное копирование настроек политики (Политика, Веб-сайт, Правила), дополнительных настроек политики (Контроль доступа, X-Forwarded-For, Фильтр автоматической блокировки) и исключений обнаружения, хранилища шаблонов (Пользовательский шаблон, Обработка ошибок, Фильтрация конфиденциальности).","Створює резервні копії параметрів політики (Політика, Веб-сайт, Правила), розширені налаштування політики (Контроль доступу, X-Forwarded-For, Автоблокуючий фільтр) та винятки виявлення, зберігання шаблонів (визначений користувачем шаблон, обробка помилок, фільтрація конфіденційності)."
,보고서>보고서 생성,204,네트워크 설정,ネットワーク設定,Network Settings,Сетевые настройки,Налаштування мережі
,환경 설정>백업>백업/복원 실행,205,"보호 대상 서버, 프록시 IP, SSL 프로파일 정보를 백업합니다.",保護対象サーバ、プロキシ IP、SSL プロファイルの情報をバックアップします。,"It backs up destination server, proxy IP and SSL profile.","Создает резервную копию целевого сервера, IP-адреса прокси и профиля SSL.","Створює резервне копіювання цільового сервера, проксі-сервера та SSL-профілю."
,환경 설정>백업>백업/복원 실행,206,"운영, 백업, 연동, 시스템의 설정 정보를 백업합니다.",運用、バックアップ、連動、システムの設定情報をバックアップします。,"It backs up operation, backup, integration and system settings.","Поддерживает работу, резервное копирование, интеграцию и системные настройки.","Резервне копіювання роботи, резервного копіювання, інтеграції та налаштувань системи."
,환경 설정>DB>백업/복원 실행,207,로그 DB 데이터의 시작 시각,ログ DB データの開始日時,Log DB Data Start Time,Начало резервного копирования данных,Початок резервного копіювання даних
,환경 설정>DB>백업/복원 실행,208,로그 DB 데이터의 종료 시각,ログ DB データの終了日時,Log DB Data End Time,Конец резервного копирования данных,Кінець резервного копіювання даних
,환경 설정>DB>백업/복원 실행,209,시작 시각이 현재 시각보다 미래입니다.,開始時刻が現在より未来です。,The start time is later than the current time.,Время начала после текущего времени.,Час початку - після поточного часу.
,환경 설정 >백업>백업/복원 실행 ,210,종료 시각이 현재 시각보다 미래입니다.,終了時刻が現在より未来です。,The end time is later than the current time.,"Время окончания позже, чем текущее время.",Час закінчення пізніше поточного часу.
,환경 설정>시스템>WAPPLES 라이선스,211,WAPPLES 라이선스,WAPPLES ライセンス,WAPPLES License,WAPPLES Лицензия,WAPPLES Ліцензія
,환경 설정>시스템>WAPPLES 라이선스,212,기능 라이선스를 설정합니다.,機能ライセンスを設定します。,It configures a feature license.,Настройте функцию лицензии.,Налаштування функції ліцензії.
,환경 설정>시스템>WAPPLES 라이선스,213,라이선스 업로드,ライセンス アップロード,Upload License,Загрузить лицензию,Завантажити ліцензію
,보안 설정>탐지 예외>서버 탐지 예외,214,기본 정보,基本情報,Basic Information,Базовая информация,Основна інформація
,환경 설정>시스템>WAPPLES 라이선스,215,활성화 기능 목록,有効機能リスト,The List of Enabled Features,Список активированных функций,Список активованих функцій
